文物编号,ALR_Na2O,ALR_K2O,ALR_CaO,ALR_MgO,ALR_Al2O3,ALR_Fe2O3,ALR_CuO,ALR_PbO,ALR_BaO,ALR_P2O5,ALR_SrO,ALR_SnO2,ALR_SO2,CLR_SiO2,CLR_Na2O,CLR_K2O,CLR_CaO,CLR_MgO,CLR_Al2O3,CLR_Fe2O3,CLR_CuO,CLR_PbO,CLR_BaO,CLR_P2O5,CLR_SrO,CLR_SnO2,CLR_SO2
1,-5.155168444828554,-1.9372931202939367,-2.3951585047956327,-4.378139780287906,-2.8702382870732293,-3.6849925997279613,-2.8856232059127085,-7.139299806704066,-4.770756745918222,-4.081873964144735,-8.150900718382545,-6.401700863573286,-5.180486252812844,4.216545163889688,-0.9386232809388662,2.279252043595751,1.8213866590940548,-0.1615946163982188,1.3463068768164588,0.5315525641617265,1.3309219579769793,-2.922754642814377,-0.5542115820285343,0.1346711997449534,-3.9343555544928575,-2.185155699683598,-0.9639410889231561
2,-4.507557357121091,-3.542476461077504,-2.7411156958773257,-3.4257521867693628,-1.8455510945202875,-2.970690137521826,-4.938340273213545,0.2679883146425545,-4.123145658210759,-2.3187010294553883,-5.251997832068587,-5.754089775865823,-5.3060650533388625,3.3183924457427003,-1.1891649113783904,-0.22408401533480338,0.5772767498653745,-0.1073597410266621,1.4728413512224128,0.34770230822087445,-1.6199478274708448,3.586380760385255,-0.8047532124680586,0.9996914162873122,-1.9336053863258864,-2.4356973301231224,-1.9876726075961622
3,-5.225477820371079,-2.1367106808498986,-2.9380063651870816,-4.204827073172681,-2.7447465419935595,-3.53907886680085,-3.232479635216864,-4.495516666688418,-3.2583654636651627,-4.694849569308909,-6.61177218149097,-6.472010239115811,-6.0239855165888505,3.969844758603581,-1.255633061767498,1.8331340777536822,1.0318383934164994,-0.23498231456910018,1.2250982166100215,0.4307658918027307,0.7373651233867167,-0.5256719080848364,0.7114792949384181,-0.7250048107053277,-2.6419274228873886,-2.50216548051223,-2.0541407579852695
4,-5.104125637183595,-1.9188065958442364,-2.224927179885555,-3.7431490840479937,-2.3253063651931773,-3.46512892250795,-3.4085100285084415,-7.088256999059106,-4.719713938273263,-4.42355723883051,-8.099857910737585,-6.350658055928326,-5.209486152841421,4.148677436345797,-0.9554482008377971,2.229870840501561,1.9237502564602422,0.4055283522978035,1.82337107115262,0.6835485138378475,0.7401674078373555,-2.939579562713308,-0.5710365019274655,-0.27487980248471194,-3.9511804743917884,-2.201980619582529,-1.0608087164956235
5,-5.0366278743705095,-1.7269976862338445,-2.1256368292716092,-3.5493575959106165,-2.1054341219540893,-3.1571628247233487,-2.9355471575871923,-7.02075923624602,-4.652216175460177,-4.1822125462144415,-6.933747859256391,-6.283160293115241,-4.875359726774387,3.8988728519369906,-1.1377550224335187,2.1718751657031463,1.7732360226653814,0.349515256026374,1.793438729982901,0.7417100272136418,0.9633256943497983,-3.12188638430903,-0.7533433235231869,-0.2833396942774513,-3.0348750073194,-2.384287441178251,-0.9764868748373966
6,-5.070946141200358,-2.136424598691263,-2.4664063164678125,-3.5367707132668045,-1.7938014082081812,-2.716005817872384,-3.3023700074279603,-5.445639590641768,-3.9933872617300805,-2.6867810612138894,-6.31747855994509,-6.31747855994509,-5.8694538374181295,3.6894959910020577,-1.3814501501983,1.5530713923107944,1.2230896745342452,0.15272527773525343,1.8956945827938767,0.9734901731296737,0.38712598357409755,-1.7561435996397106,-0.3038912707280228,1.0027149297881686,-2.627982568943032,-2.627982568943032,-2.179957846416072
7,-5.444903795140091,-7.429035157015602,-4.460954414792122,-5.976782828103914,-3.845516218559492,-6.300569905197811,-3.353039733461698,-7.429035157015602,-5.060492096229759,-5.022909385080716,-8.440636068694083,-6.691436213884823,-6.243411491357863,5.407051604609541,-0.03785219053055012,-2.021983552406061,0.9460971898174199,-0.5697312234943731,1.5615353860500487,-0.8935183005882702,2.0540118711478432,-2.021983552406061,0.34655950837978183,0.3841422195288249,-3.0335844640845413,-1.284384609275282,-0.8363598867483218
8,-3.9189986191645714,-5.903129981040083,-2.6106657995143925,-4.450877652128394,-2.710038273327596,-5.467811909782236,-0.6599410046635388,0.35349212844100336,0.4386712840045709,-1.7245556847902288,-3.9969601606342833,-5.165531037909303,-2.0549184883568903,2.7050903713475676,-1.2139082478170038,-3.1980396096925148,0.09442457183317485,-1.745787280780827,-0.0049479019800287285,-2.7627215384346693,2.045149366684029,3.058582499788571,3.1437616553521384,0.9805346865573388,-1.2918697892867157,-2.4604406665617358,0.6501718829906774
9,-5.47037812763293,-5.081720137841147,-5.032123196701775,-6.002257160596753,-4.276455659160495,-5.69352167894714,-4.11583246482762,-7.454509489508442,-5.085966428722599,-5.603909520257453,-8.46611040118692,-6.716910546377663,-6.268885823850702,5.376327188257974,-0.09405093937495591,0.2946070504168271,0.34420399155619935,-0.625929972338779,1.0998715290974785,-0.3171944906891657,1.2604947234303545,-2.0781823012504668,0.29036075953537593,-0.22758233199947867,-3.089783212928947,-1.3405833581196878,-0.8925586355927276
10,-5.488627760767006,-4.655718637831902,-6.132984777157519,-6.02050679373083,-4.7830580602085035,-5.91941067685946,-4.746690416037628,-7.472759122642517,-5.1042160618566745,-7.924744246385575,-8.484360034320996,-6.735160179511738,-6.287135456984778,5.696812301735366,0.20818454096836048,1.0410936639034643,-0.4361724754221529,-0.32369449199546274,0.9137542415268629,-0.22259837512409392,0.9501218856977377,-1.7759468209071507,0.5925962398786921,-2.2279319446502077,-2.787547732585631,-1.0383478777763715,-0.5903231552494113
